text,ner
his,PERSON
he,PERSON
his,PERSON
he,PERSON
Sherlock Holmes,PERSON
he,PERSON
Gregson,PERSON
Lestrade,PERSON
one,NUMBER
Holmes,PERSON
once,DATE
his,PERSON
his,PERSON
once,DATE
He,PERSON
his,PERSON
him,PERSON
his,PERSON
his,PERSON
he,PERSON
Holmes,PERSON
two,NUMBER
Lestrade,PERSON
Gregson,PERSON
his,PERSON
him,PERSON
Lestrade,PERSON
he,PERSON
his,PERSON
the week,DATE
Mr. Jefferson Hope,PERSON
he,PERSON
he,PERSON
He,PERSON
his,PERSON
he,PERSON
he,PERSON
his,PERSON
his,PERSON
once,DATE
his,PERSON
he,PERSON
last week,DATE
days,DURATION
he,PERSON
years,DURATION
Salt Lake Mountains,LOCATION
now,DATE
two,NUMBER
him,PERSON
his,PERSON
his,PERSON
an hour ago,DATE
Jefferson Hope,PERSON
his,PERSON
He,PERSON
he,PERSON
Lestrade,PERSON
two,NUMBER
he,PERSON
one,NUMBER
twenty years ago,DATE
She,PERSON
her,PERSON
her,PERSON
his,PERSON
his,PERSON
he,PERSON
two,NUMBER
him,PERSON
his,PERSON
London,LOCATION
a week,DURATION
once,DATE
two,NUMBER
Camberwell,LOCATION
once,DATE
London,LOCATION
morning,TIME
night,TIME
two weeks,DURATION
every day,SET
once,DATE
Drebber,PERSON
Stangerson,PERSON
the hour,DATE
one,NUMBER
evening,TIME
Torquay Terrace,ORGANIZATION
Stangerson,PERSON
Euston Station,LOCATION
Liverpool,ORGANIZATION
one,NUMBER
hours,DURATION
Stangerson,PERSON
Drebber,PERSON
Drebber,PERSON
he,PERSON
his,PERSON
him,PERSON
he,PERSON
him,PERSON
His,PERSON
him,PERSON
him,PERSON
Drebber,PERSON
one,NUMBER
he,PERSON
Stangerson,PERSON
him,PERSON
he,PERSON
his,PERSON
he,PERSON
him,PERSON
Halliday,PERSON
Drebber,PERSON
eleven,NUMBER
him,PERSON
he,PERSON
he,PERSON
him,PERSON
he,PERSON
his,PERSON
him,PERSON
him,PERSON
his,PERSON
him,PERSON
days,DURATION
Brixton Road,LOCATION
one,NUMBER
evening,TIME
one,NUMBER
Drebber,PERSON
now,DATE
one,NUMBER
two,NUMBER
He,PERSON
he,PERSON
he,PERSON
his,PERSON
he,PERSON
his,PERSON
Waterloo Bridge,LOCATION
he,PERSON
hundred,NUMBER
his,PERSON
He,PERSON
his,PERSON
him,PERSON
he,PERSON
he,PERSON
a quarter,DURATION
an hour,DURATION
two,NUMBER
one,NUMBER
he,PERSON
him,PERSON
him,PERSON
he,PERSON
his,PERSON
him,PERSON
Drebber,PERSON
He,PERSON
he,PERSON
his,PERSON
his,PERSON
him,PERSON
He,PERSON
he,PERSON
Halliday,PERSON
he,PERSON
him,PERSON
him,PERSON
him,PERSON
he,PERSON
him,PERSON
he,PERSON
He,PERSON
him,PERSON
he,PERSON
he,PERSON
he,PERSON
him,PERSON
he,PERSON
his,PERSON
he,PERSON
America,LOCATION
once,DATE
York College,ORGANIZATION
One day,DURATION
South American,MISC
he,PERSON
his,PERSON
he,PERSON
he,PERSON
time,DATE
one,NUMBER
day,DURATION
now,DATE
one,NUMBER
twelve,NUMBER
night,TIME
twenty,NUMBER
years,DURATION
John Ferrier,PERSON
Lucy,PERSON
one,NUMBER
Brixton Road,LOCATION
Drebber,PERSON
him,PERSON
he,PERSON
he,PERSON
he,PERSON
he,PERSON
him,PERSON
him,PERSON
he,PERSON
him,PERSON
he,PERSON
Now,DATE
Enoch Drebber,PERSON
him,PERSON
spring,DATE
He,PERSON
his,PERSON
he,PERSON
He,PERSON
his,PERSON
his,PERSON
his,PERSON
now,DATE
Salt Lake City,LOCATION
St. Petersburg,LOCATION
Now,DATE
He,PERSON
his,PERSON
he,PERSON
Lucy Ferrier,PERSON
now,DATE
his,PERSON
his,PERSON
He,PERSON
his,PERSON
he,PERSON
he,PERSON
her,PERSON
her,PERSON
her,PERSON
her,PERSON
he,PERSON
her,PERSON
him,PERSON
one,NUMBER
He,PERSON
his,PERSON
he,PERSON
one,NUMBER
a minute,DURATION
first,ORDINAL
his,PERSON
him,PERSON
his,PERSON
Lucy,PERSON
his,PERSON
his,PERSON
he,PERSON
his,PERSON
him,PERSON
him,PERSON
his,PERSON
He,PERSON
German,MISC
New York,LOCATION
time,DATE
him,PERSON
New Yorkers,MISC
Londoners,MISC
night,TIME
Lucy,PERSON
her,PERSON
Drebber,PERSON
his,PERSON
Enoch Drebber,PERSON
his,PERSON
Stangerson,LOCATION
John Ferrier,PERSON
Halliday,PERSON
day,DURATION
he,PERSON
he,PERSON
Drebber,PERSON
he,PERSON
He,PERSON
his,PERSON
he,PERSON
he,PERSON
he,PERSON
early next morning,DATE
his,PERSON
his,PERSON
the hour,DATE
him,PERSON
him,PERSON
he,PERSON
he,PERSON
Drebber,PERSON
him,PERSON
him,PERSON
him,PERSON
he,PERSON
his,PERSON
him,PERSON
Providence,LOCATION
his,PERSON
a day,DURATION
America,LOCATION
Jefferson Hope,PERSON
221b,NUMBER
Baker Street,LOCATION
his,PERSON
his,PERSON
minutes,DURATION
Lestrade,PERSON
he,PERSON
he,PERSON
his,PERSON
one,NUMBER
Sherlock Holmes,PERSON
he,PERSON
he,PERSON
Holmes,PERSON
Now,DATE
Thursday,DATE
him,PERSON
Jefferson Hope,PERSON
Baker Street,LOCATION
He,PERSON
he,PERSON
