text,ner
morning,TIME
afternoon,TIME
Holmes,PERSON
a couple of hours,DURATION
him,PERSON
Enoch J. Drebber,PERSON
Cleveland,LOCATION
he,PERSON
his,PERSON
he,PERSON
he,PERSON
Holmes,PERSON
His,PERSON
he,PERSON
He,PERSON
him,PERSON
he,PERSON
he,PERSON
he,PERSON
his,PERSON
Darwin,PERSON
He,PERSON
centuries,DURATION
One,NUMBER
he,PERSON
Brixton Road,LOCATION
Afghan,MISC
Maiwand,LOCATION
evening,TIME
he,PERSON
one,NUMBER
this morning,DATE
He,PERSON
first,ORDINAL
Brixton Road,LOCATION
this morning,TIME
White Hart' Tavern,ORGANIZATION
Holland Grove,LOCATION
Watson,PERSON
Baker Street,LOCATION
eight,NUMBER
and,NUMBER
nine,NUMBER
this evening,TIME
he,PERSON
one,NUMBER
he,PERSON
he,PERSON
he,PERSON
he,PERSON
Drebber,PERSON
time,DATE
he,PERSON
he,PERSON
his,PERSON
his,PERSON
He,PERSON
his,PERSON
Now,DATE
him,PERSON
he,PERSON
he,PERSON
evening,TIME
He,PERSON
His,PERSON
He,PERSON
he,PERSON
his,PERSON
He,PERSON
He,PERSON
an hour,DURATION
him,PERSON
him,PERSON
He,PERSON
him,PERSON
his,PERSON
Holmes,PERSON
his,PERSON
his,PERSON
American,MISC
he,PERSON
one,NUMBER
he,PERSON
him,PERSON
him,PERSON
him,PERSON
eight o'clock,TIME
now,DATE
a few minutes,DURATION
He,PERSON
Now,DATE
yesterday,DATE
Liege,LOCATION
Lowlands,LOCATION
1642,DATE
Charles,PERSON
his,PERSON
Philippe de Croy,PERSON
he,PERSON
Guliolmi Whyte,PERSON
William Whyte,PERSON
seventeenth century,DATE
His,PERSON
he,PERSON
Sherlock Holmes,PERSON
his,PERSON
she,PERSON
Watson,PERSON
one,NUMBER
one,NUMBER
he,PERSON
She,PERSON
she,PERSON
her,PERSON
her,PERSON
his,PERSON
evening,TIME
Brixton Road,LOCATION
she,PERSON
Sally,PERSON
her,PERSON
he,PERSON
he,PERSON
her,PERSON
her,PERSON
he,PERSON
he,PERSON
last night,DATE
she,PERSON
her,PERSON
Sally,PERSON
this night,TIME
13,NUMBER
Duncan Street,LOCATION
Houndsditch,PERSON
Brixton Road,LOCATION
Houndsditch,PERSON
Sherlock Holmes,PERSON
him,PERSON
her,PERSON
she,PERSON
Sally,PERSON
3,NUMBER
Mayfield Place,LOCATION
Peckham,PERSON
Sawyer,PERSON
Dennis,PERSON
Tom Dennis,PERSON
Mrs. Sawyer,PERSON
her,PERSON
her,PERSON
he,PERSON
her,PERSON
Sherlock Holmes,PERSON
his,PERSON
she,PERSON
his,PERSON
a few seconds,DURATION
He,PERSON
her,PERSON
he,PERSON
she,PERSON
him,PERSON
Holmes,PERSON
her,PERSON
her,PERSON
her,PERSON
now,DATE
his,PERSON
he,PERSON
him,PERSON
him,PERSON
his,PERSON
nine,NUMBER
he,PERSON
Henri Murger,PERSON
he,PERSON
Ten o'clock,TIME
Eleven,NUMBER
twelve,NUMBER
his,PERSON
he,PERSON
his,PERSON
he,PERSON
the day,DATE
he,PERSON
Scotland,LOCATION
Yarders,ORGANIZATION
he,PERSON
his,PERSON
she,PERSON
four-wheeler,NUMBER
she,PERSON
13,NUMBER
Duncan Street,LOCATION
Houndsditch,PERSON
her,PERSON
she,PERSON
she,PERSON
her,PERSON
him,PERSON
him,PERSON
he,PERSON
his,PERSON
he,PERSON
his,PERSON
13,NUMBER
Keswick,PERSON
one,NUMBER
Sawyer,PERSON
Dennis,PERSON
her,PERSON
Sherlock Holmes,PERSON
one,NUMBER
He,PERSON
he,PERSON
he,PERSON
him,PERSON
Now,DATE
his,PERSON
Holmes,PERSON
night,TIME
his,PERSON
he,PERSON
he,PERSON
