text,ner
Three weeks,DURATION
Jefferson Hope,PERSON
Salt Lake City,LOCATION
his,PERSON
John Ferrier,PERSON
him,PERSON
he,PERSON
his,PERSON
her,PERSON
him,PERSON
wed,DATE
Mormon,MISC
He,PERSON
his,PERSON
him,PERSON
his,PERSON
he,PERSON
Mormon,MISC
one,NUMBER
he,PERSON
he,PERSON
days,DURATION
Saints,ORGANIZATION
He,PERSON
his,PERSON
now,DATE
Seville,LOCATION
German,MISC
Italy,LOCATION
Utah,LOCATION
he,PERSON
him,PERSON
His,PERSON
his,PERSON
him,PERSON
he,PERSON
his,PERSON
first,ORDINAL
Mormon,MISC
Indians,MISC
this day,DATE
West,LOCATION
one,NUMBER
Prophet,PERSON
one,NUMBER
night,TIME
his,PERSON
his,PERSON
his,PERSON
One,NUMBER
morning,TIME
John Ferrier,PERSON
his,PERSON
he,PERSON
Brigham Young,ORGANIZATION
His,PERSON
his,PERSON
Mormon,MISC
he,PERSON
him,PERSON
his,PERSON
him,PERSON
Ferrier,PERSON
he,PERSON
his,PERSON
Chosen Valley,LOCATION
John Ferrier,PERSON
one,NUMBER
Ferrier,PERSON
his,PERSON
Young,PERSON
him,PERSON
Ferrier,PERSON
Mormons,MISC
Utah,LOCATION
She,PERSON
John Ferrier,PERSON
Gentile,PERSON
her,PERSON
she,PERSON
thirteenth,ORDINAL
Joseph Smith,PERSON
one,NUMBER
wed,DATE
Gentile,PERSON
she,PERSON
she,PERSON
John Ferrier,PERSON
he,PERSON
his,PERSON
one,NUMBER
Four,NUMBER
wed,DATE
her,PERSON
her,PERSON
1,NUMBER
Stangerson,PERSON
Drebber,PERSON
her,PERSON
Ferrier,PERSON
his,PERSON
he,PERSON
she,PERSON
a month,DURATION
Young,PERSON
She,PERSON
his,PERSON
she,PERSON
her,PERSON
He,PERSON
he,PERSON
John Ferrier,PERSON
now,DATE
Sierra Blanco,PERSON
Four,NUMBER
he,PERSON
she,PERSON
Ferrier,PERSON
his,PERSON
he,PERSON
his,PERSON
He,PERSON
his,PERSON
his,PERSON
he,PERSON
his,PERSON
his,PERSON
he,PERSON
her,PERSON
him,PERSON
One,NUMBER
her,PERSON
him,PERSON
she,PERSON
she,PERSON
his,PERSON
His,PERSON
he,PERSON
her,PERSON
him,PERSON
his,PERSON
her,PERSON
his,PERSON
her,PERSON
Christian,MISC
He,PERSON
he,PERSON
Nevada,LOCATION
him,PERSON
him,PERSON
he,PERSON
Lucy,PERSON
her,PERSON
her,PERSON
he,PERSON
he,PERSON
One,NUMBER
him,PERSON
her,PERSON
month,DURATION
Utah,LOCATION
Lucy,PERSON
first,ORDINAL
American,MISC
he,PERSON
he,PERSON
his,PERSON
Jefferson,PERSON
he,PERSON
he,PERSON
John Ferrier,PERSON
night,TIME
she,PERSON
he,PERSON
he,PERSON
his,PERSON
1,NUMBER
Heber C Kemball,PERSON
one,NUMBER
hundred,NUMBER
his,PERSON
his,PERSON
