text,ner
the year 1878,DATE
University of London,ORGANIZATION
Netley,LOCATION
Fifth,ORDINAL
Northumberland Fusiliers,LOCATION
India,LOCATION
time,DATE
second,ORDINAL
Afghan,MISC
Bombay,LOCATION
Candahar,LOCATION
once,DATE
Berkshires,LOCATION
Maiwand,LOCATION
Jezail,MISC
Ghazis,PERSON
Murray,PERSON
British,MISC
Peshawar,LOCATION
Indian,MISC
months,DURATION
a day,DURATION
England,LOCATION
a month later,DATE
Portsmouth,LOCATION
the next nine months,DURATION
England,LOCATION
eleven,NUMBER
a day,DURATION
London,LOCATION
day,DURATION
one,NUMBER
Stamford,LOCATION
Bart,PERSON
London,LOCATION
days,DURATION
Stamford,LOCATION
now,DATE
him,PERSON
he,PERSON
his,PERSON
Holborn,LOCATION
him,PERSON
Watson,PERSON
London,LOCATION
he,PERSON
him,PERSON
he,PERSON
he,PERSON
now,DATE
second,ORDINAL
first,ORDINAL
this morning,DATE
He,PERSON
he,PERSON
him,PERSON
he,PERSON
his,PERSON
Jove,PERSON
he,PERSON
him,PERSON
Stamford,LOCATION
his,PERSON
Sherlock Holmes,PERSON
he,PERSON
him,PERSON
him,PERSON
him,PERSON
He,PERSON
his,PERSON
he,PERSON
he,PERSON
he,PERSON
he,PERSON
he,PERSON
His,PERSON
he,PERSON
his,PERSON
him,PERSON
he,PERSON
he,PERSON
he,PERSON
him,PERSON
him,PERSON
Afghanistan,LOCATION
He,PERSON
weeks,DURATION
morning,TIME
to,TIME
night,TIME
He,PERSON
he,PERSON
Holborn,LOCATION
Stamford,LOCATION
him,PERSON
he,PERSON
him,PERSON
him,PERSON
Stamford,LOCATION
he,PERSON
Holmes,PERSON
his,PERSON
him,PERSON
he,PERSON
He,PERSON
him,PERSON
he,PERSON
his,PERSON
him,PERSON
he,PERSON
Bunsen lamps,MISC
one,NUMBER
his,PERSON
he,PERSON
his,PERSON
he,PERSON
his,PERSON
he,PERSON
his,PERSON
Watson,PERSON
Mr. Sherlock Holmes,PERSON
Stamford,LOCATION
he,PERSON
him,PERSON
Afghanistan,LOCATION
he,PERSON
now,DATE
years,DURATION
now,DATE
He,PERSON
his,PERSON
he,PERSON
he,PERSON
his,PERSON
Now,DATE
one,NUMBER
million,NUMBER
he,PERSON
he,PERSON
he,PERSON
his,PERSON
Guiacum,MISC
a few hours,DURATION
Now,DATE
now,DATE
one,NUMBER
months,DURATION
His,PERSON
Now,DATE
Sherlock Holmes,PERSON
His,PERSON
he,PERSON
he,PERSON
his,PERSON
his,PERSON
his,PERSON
his,PERSON
Von Bischoff,PERSON
Frankfort,LOCATION
last year,DATE
He,PERSON
Mason,PERSON
Bradford,LOCATION
Muller,PERSON
Lefevre,PERSON
Montpellier,ORGANIZATION
Samson,PERSON
Stamford,LOCATION
the Past,DATE
Sherlock Holmes,PERSON
his,PERSON
he,PERSON
He,PERSON
his,PERSON
he,PERSON
Stamford,LOCATION
three-legged,NUMBER
one,NUMBER
his,PERSON
one,NUMBER
Sherlock Holmes,PERSON
his,PERSON
Baker Street,LOCATION
he,PERSON
days,DURATION
now,DATE
two,NUMBER
one,NUMBER
hours,DURATION
present,DATE
he,PERSON
one,NUMBER
he,PERSON
noon,TIME
he,PERSON
his,PERSON
him,PERSON
his,PERSON
Stamford,LOCATION
Afghanistan,LOCATION
he,PERSON
his,PERSON
he,PERSON
he,PERSON
Stamford,LOCATION
him,PERSON
he,PERSON
him,PERSON
he,PERSON
him,PERSON
