text,ner
morning,TIME
Mormon Prophet,PERSON
John Ferrier,PERSON
Salt Lake City,LOCATION
Nevada Mountains,LOCATION
Jefferson Hope,PERSON
his,PERSON
his,PERSON
he,PERSON
him,PERSON
his,PERSON
he,PERSON
he,PERSON
he,PERSON
his,PERSON
he,PERSON
his,PERSON
he,PERSON
two,NUMBER
he,PERSON
his,PERSON
One,NUMBER
his,PERSON
his,PERSON
his,PERSON
Ferrier,PERSON
one,NUMBER
he,PERSON
he,PERSON
Joseph Stangerson,PERSON
His,PERSON
He,PERSON
His,PERSON
He,PERSON
John Ferrier,PERSON
He,PERSON
his,PERSON
her,PERSON
four,NUMBER
Drebber,PERSON
seven,NUMBER
one,NUMBER
Stangerson,PERSON
now,DATE
his,PERSON
his,PERSON
his,PERSON
Church,ORGANIZATION
Drebber,PERSON
his,PERSON
her,PERSON
John Ferrier,PERSON
two,NUMBER
his,PERSON
his,PERSON
he,PERSON
two,NUMBER
Mormons,MISC
him,PERSON
her,PERSON
her,PERSON
two,NUMBER
Ferrier,PERSON
His,PERSON
his,PERSON
his,PERSON
he,PERSON
Stangerson,PERSON
Council of Four,ORGANIZATION
days,DURATION
He,PERSON
Ferrier,PERSON
Lucy,PERSON
his,PERSON
him,PERSON
him,PERSON
he,PERSON
her,PERSON
him,PERSON
his,PERSON
he,PERSON
his,PERSON
Jefferson,PERSON
she,PERSON
he,PERSON
his,PERSON
Ferrier,PERSON
his,PERSON
him,PERSON
now,DATE
He,PERSON
he,PERSON
him,PERSON
he,PERSON
He,PERSON
his,PERSON
his,PERSON
she,PERSON
he,PERSON
Young,PERSON
He,PERSON
he,PERSON
his,PERSON
he,PERSON
next morning,DATE
he,PERSON
his,PERSON
his,PERSON
his,PERSON
Twenty-nine days,DURATION
John Ferrier,PERSON
his,PERSON
his,PERSON
He,PERSON
his,PERSON
his,PERSON
The twenty-nine days,DURATION
the month,DATE
Young,PERSON
him,PERSON
he,PERSON
him,PERSON
next morning,DATE
he,PERSON
Lucy,PERSON
28,NUMBER
his,PERSON
he,PERSON
her,PERSON
night,TIME
he,PERSON
his,PERSON
morning,TIME
27,NUMBER
He,PERSON
he,PERSON
his,PERSON
day,DURATION
day,DURATION
morning,TIME
days,DURATION
the month,DATE
he,PERSON
his,PERSON
him,PERSON
John Ferrier,PERSON
daily,SET
his,PERSON
him,PERSON
He,PERSON
his,PERSON
one,NUMBER
now,DATE
Nevada,LOCATION
He,PERSON
Twenty,NUMBER
fifteen,NUMBER
fifteen,NUMBER
ten,NUMBER
One,NUMBER
one,NUMBER
him,PERSON
his,PERSON
five,NUMBER
four,NUMBER
three,NUMBER
he,PERSON
he,PERSON
his,PERSON
he,PERSON
he,PERSON
he,PERSON
him,PERSON
his,PERSON
he,PERSON
he,PERSON
his,PERSON
one,NUMBER
evening,TIME
He,PERSON
his,PERSON
morning,TIME
2,NUMBER
the next day,DATE
his,PERSON
his,PERSON
his,PERSON
her,PERSON
he,PERSON
He,PERSON
his,PERSON
his,PERSON
night,TIME
he,PERSON
Ferrier,PERSON
one,NUMBER
midnight,TIME
the last day,DATE
John Ferrier,PERSON
his,PERSON
his,PERSON
he,PERSON
night,TIME
Ferrier,PERSON
his,PERSON
he,PERSON
his,PERSON
his,PERSON
he,PERSON
he,PERSON
his,PERSON
his,PERSON
his,PERSON
first,ORDINAL
His,PERSON
he,PERSON
he,PERSON
Once,DATE
Jefferson Hope,PERSON
his,PERSON
John Ferrier,PERSON
eight-and-forty,NUMBER
hours,DURATION
supper,DATE
He,PERSON
his,PERSON
Lucy,PERSON
he,PERSON
he,PERSON
his,PERSON
She,PERSON
her,PERSON
Washoe,LOCATION
John Ferrier,PERSON
now,DATE
he,PERSON
he,PERSON
He,PERSON
he,PERSON
Lucy,PERSON
one,NUMBER
Utah,LOCATION
her,PERSON
last day,DATE
two,NUMBER
Two thousand dollars,MONEY
five,NUMBER
Carson City,LOCATION
Lucy,PERSON
Ferrier,PERSON
Jefferson Hope,PERSON
his,PERSON
he,PERSON
he,PERSON
He,PERSON
his,PERSON
his,PERSON
minutes,DURATION
once,DATE
Jefferson Hope,PERSON
one,NUMBER
his,PERSON
Once,DATE
two,NUMBER
Ferrier,PERSON
his,PERSON
two,NUMBER
three,NUMBER
he,PERSON
Ferrier,PERSON
now,DATE
his,PERSON
he,PERSON
He,PERSON
his,PERSON
his,PERSON
his,PERSON
he,PERSON
him,PERSON
Ferrier,PERSON
Jefferson Hope,PERSON
Lucy,PERSON
her,PERSON
night,TIME
one,NUMBER
one,NUMBER
two,NUMBER
his,PERSON
his,PERSON
He,PERSON
his,PERSON
a second,DURATION
midnight,TIME
first,ORDINAL
three,NUMBER
Drebber,PERSON
him,PERSON
him,PERSON
Nine,NUMBER
seven,NUMBER
Seven,NUMBER
five,NUMBER
two,NUMBER
Jefferson Hope,PERSON
his,PERSON
his,PERSON
his,PERSON
her,PERSON
her,PERSON
he,PERSON
Once,DATE
once,DATE
Two,NUMBER
Eagle Cañon,ORGANIZATION
Jefferson Hope,PERSON
his,PERSON
he,PERSON
Ferrier,PERSON
one,NUMBER
Jefferson Hope,PERSON
his,PERSON
her,PERSON
one,NUMBER
thousand,NUMBER
two,NUMBER
Indian,MISC
Saints,ORGANIZATION
He,PERSON
him,PERSON
his,PERSON
Nevada,LOCATION
Jefferson Hope,PERSON
his,PERSON
his,PERSON
his,PERSON
he,PERSON
Holy,MISC
Four,NUMBER
Ferrier,PERSON
Mormon,MISC
His,PERSON
him,PERSON
he,PERSON
Nine,NUMBER
seven,NUMBER
Seven,NUMBER
five,NUMBER
he,PERSON
his,PERSON
his,PERSON
