text,ner
Mormons,MISC
Mississippi,LOCATION
Rocky Mountains,LOCATION
one,NUMBER
Utah,LOCATION
his,PERSON
the future,DATE
his,PERSON
his,PERSON
the next summer,DATE
first,ORDINAL
twilight,TIME
Him,PERSON
two,NUMBER
John Ferrier,PERSON
Mormons,MISC
his,PERSON
his,PERSON
Lucy Ferrier,PERSON
Mormon,MISC
three,NUMBER
twelve,NUMBER
she,PERSON
his,PERSON
her,PERSON
she,PERSON
her,PERSON
Ferrier,PERSON
his,PERSON
Stangerson,LOCATION
Kemball,PERSON
Johnston,PERSON
Drebber,PERSON
four,NUMBER
he,PERSON
his,PERSON
he,PERSON
John Ferrier,PERSON
years,DURATION
He,PERSON
his,PERSON
his,PERSON
morning,TIME
evening,TIME
His,PERSON
him,PERSON
his,PERSON
his,PERSON
him,PERSON
three years,DURATION
six,NUMBER
nine,NUMBER
twelve,NUMBER
dozen,NUMBER
Salt Lake City,LOCATION
he,PERSON
his,PERSON
he,PERSON
he,PERSON
him,PERSON
Wahsatch Mountains,LOCATION
John Ferrier,PERSON
one,NUMBER
one,NUMBER
he,PERSON
his,PERSON
him,PERSON
his,PERSON
He,PERSON
his,PERSON
him,PERSON
his,PERSON
Atlantic,LOCATION
Ferrier,PERSON
he,PERSON
Lucy Ferrier,PERSON
her,PERSON
his,PERSON
year,DURATION
year,DURATION
she,PERSON
her,PERSON
her,PERSON
Ferrier,PERSON
her,PERSON
her,PERSON
her,PERSON
the year,DATE
American,MISC
Pacific,LOCATION
her,PERSON
her,PERSON
first,ORDINAL
her,PERSON
her,PERSON
she,PERSON
her,PERSON
day,DURATION
one,NUMBER
Lucy Ferrier,PERSON
future,DATE
her,PERSON
June morning,DATE
Latter,MISC
Day,DURATION
Saints,MISC
California,LOCATION
Lucy Ferrier,PERSON
her,PERSON
her,PERSON
her,PERSON
her,PERSON
She,PERSON
her,PERSON
she,PERSON
her,PERSON
Indians,MISC
her,PERSON
She,PERSON
she,PERSON
her,PERSON
she,PERSON
her,PERSON
she,PERSON
her,PERSON
she,PERSON
she,PERSON
she,PERSON
her,PERSON
her,PERSON
her,PERSON
one,NUMBER
her,PERSON
her,PERSON
she,PERSON
her,PERSON
her,PERSON
her,PERSON
her,PERSON
her,PERSON
She,PERSON
his,PERSON
she,PERSON
He,PERSON
his,PERSON
John Ferrier,PERSON
he,PERSON
his,PERSON
Jefferson Hopes of St. Louis,LOCATION
him,PERSON
him,PERSON
he,PERSON
Ferrier,PERSON
he,PERSON
he,PERSON
she,PERSON
his,PERSON
two months,DURATION
he,PERSON
He,PERSON
he,PERSON
He,PERSON
she,PERSON
he,PERSON
he,PERSON
her,PERSON
Lucy Ferrier,PERSON
now,DATE
she,PERSON
Now,DATE
his,PERSON
he,PERSON
his,PERSON
her,PERSON
She,PERSON
her,PERSON
her,PERSON
Jefferson Hope,PERSON
his,PERSON
Nevada Mountains,LOCATION
Salt Lake City,LOCATION
He,PERSON
He,PERSON
his,PERSON
Sierra,LOCATION
his,PERSON
one,NUMBER
she,PERSON
his,PERSON
he,PERSON
his,PERSON
him,PERSON
his,PERSON
He,PERSON
he,PERSON
He,PERSON
his,PERSON
he,PERSON
him,PERSON
John Ferrier,PERSON
that,TIME
night,TIME
one,NUMBER
He,PERSON
his,PERSON
John,PERSON
the last twelve years,DURATION
his,PERSON
Jefferson Hope,PERSON
Lucy,PERSON
him,PERSON
her,PERSON
California,LOCATION
halcyon,NUMBER
days,DURATION
He,PERSON
He,PERSON
Jefferson Hope,PERSON
He,PERSON
his,PERSON
Lucy,PERSON
her,PERSON
her,PERSON
her,PERSON
her,PERSON
Her,PERSON
her,PERSON
summer,DATE
evening,TIME
he,PERSON
She,PERSON
him,PERSON
He,PERSON
Lucy,PERSON
two,NUMBER
now,DATE
he,PERSON
her,PERSON
his,PERSON
her,PERSON
she,PERSON
A couple of months,DURATION
one,NUMBER
she,PERSON
He,PERSON
his,PERSON
she,PERSON
her,PERSON
his,PERSON
he,PERSON
her,PERSON
two months,DURATION
one,NUMBER
He,PERSON
her,PERSON
he,PERSON
his,PERSON
his,PERSON
him,PERSON
he,PERSON
he,PERSON
She,PERSON
him,PERSON
he,PERSON
her,PERSON
Utah,LOCATION
she,PERSON
