occurence,speaker,canonicalSpeaker,text
0,her,her,"You're not hurt, I hope, miss,"
1,his,her,"I'm awful frightened,"
2,Unknown,her,whoever would have thought that Poncho would have been so scared by a lot of cows?
3,her,her,"Thank God you kept your seat,"
4,his,his,"I guess you are the daughter of John Ferrier,"
5,Unknown,his,"I saw you ride down from his house. When you see him, ask him if he remembers the Jefferson Hopes of St. Louis. If he's the same Ferrier, my father and he were pretty thick."
6,Unknown,her,Hadn't you better come and ask yourself?
7,his,his,"I'll do so,"
8,Unknown,his,"we've been in the mountains for two months, and are not over and above in visiting condition. He must take us as he finds us."
9,Unknown,her,"He has a good deal to thank you for, and so have I,"
10,her,her,he's awful fond of me. If those cows had jumped on me he'd have never got over it.
11,her,her,"Neither would I,"
12,her,her,"You! Well, I don't see that it would make much matter to you, anyhow. You ain't even a friend of ours."
13,her,her,"There, I didn't mean that,"
14,Unknown,her,"of course, you are a friend now. You must come and see us. Now I must push along, or father won't trust me with his business any more. Good-bye!"
15,his,his,"Good-bye,"
16,Unknown,Jefferson Hope,"I am off, Lucy,"
17,her,Jefferson Hope,"I won't ask you to come with me now, but will you be ready to come when I am here again?"
18,her,John Ferrier,And when will that be?
19,Unknown,John Ferrier,"A couple of months at the outside. I will come and claim you then, my darling. There's no one who can stand between us."
20,Unknown,John Ferrier,And how about father?
21,Unknown,John Ferrier,"He has given his consent, provided we get these mines working all right. I have no fear on that head."
22,his,John Ferrier,"Oh, well; of course, if you and father have arranged it all, there's no more to be said,"
23,his,his,Thank God!
24,his,his,"It is settled, then. The longer I stay, the harder it will be to go. They are waiting for me at the cañon. Good-bye, my own darling--good-bye. In two months you shall see me."
