occurence,speaker,canonicalSpeaker,text
0,her,Jefferson Hope,"They will be upon our track by this time,"
1,Jefferson Hope,Unknown,Everything depends upon our speed. Once safe in Carson we may rest for the remainder of our lives.
2,Lucy Ferrier,Jefferson Hope,"I am Jefferson Hope,"
3,his,Jefferson Hope,You remember me.
4,Lucy Ferrier,his,"You are mad to come here,"
5,Hope,Jefferson Hope,It is as much as my own life is worth to be seen talking with you. There is a warrant against you from the Holy Four for assisting the Ferriers away.
6,Hope,Jefferson Hope,"I don't fear them, or their warrant,"
7,Hope,Jefferson Hope,"You must know something of this matter, Cowper. I conjure you by everything you hold dear to answer a few questions. We have always been friends. For God's sake, don't refuse to answer me."
8,Hope,Jefferson Hope,What is it?
9,Hope,Jefferson Hope,Be quick. The very rocks have ears and the trees eyes.
10,Hope,Jefferson Hope,What has become of Lucy Ferrier?
11,Hope,Jefferson Hope,"She was married yesterday to young Drebber. Hold up, man, hold up, you have no life left in you."
12,Hope,Jefferson Hope,"Don't mind me,"
13,Hope,Jefferson Hope,"Married, you say?"
14,Jefferson Hope,Jefferson Hope,"Married yesterday--that's what those flags are for on the Endowment House. There was some words between young Drebber and young Stangerson as to which was to have her. They'd both been in the party that followed them, and Stangerson had shot her father, which seemed to give him the best claim; but when they argued it out in council, Drebber's party was the stronger, so the Prophet gave her over to him. No one won't have her very long though, for I saw death in her face yesterday. She is more like a ghost than a woman. Are you off, then?"
15,Jefferson Hope,Jefferson Hope,"Yes, I am off,"
16,Jefferson Hope,Jefferson Hope,Where are you going?
17,His,Jefferson Hope,"Never mind,"
18,her,his,"She shall not be buried in that,"
