occurence,speaker,canonicalSpeaker,text
0,he,him,"Whatever have you been doing with yourself, Watson?"
1,he,him,You are as thin as a lath and as brown as a nut.
2,he,him,Poor devil!
3,he,him,What are you up to now?
4,Unknown,Unknown,"Looking for lodgings,"
5,Unknown,Unknown,Trying to solve the problem as to whether it is possible to get comfortable rooms at a reasonable price.
6,he,him,"That's a strange thing,"
7,he,him,you are the second man to-day that has used that expression to me.
8,Unknown,Unknown,And who was the first?
9,he,Unknown,"A fellow who is working at the chemical laboratory up at the hospital. He was bemoaning himself this morning because he could not get someone to go halves with him in some nice rooms which he had found, and which were too much for his purse."
10,he,Unknown,By Jove!
11,his,his,"if he really wants someone to share the rooms and the expense, I am the very man for him. I should prefer having a partner to being alone."
12,his,his,"You don't know Sherlock Holmes yet,"
13,him,his,perhaps you would not care for him as a constant companion.
14,him,his,"Why, what is there against him?"
15,his,his,"Oh, I didn't say there was anything against him. He is a little queer in his ideas--an enthusiast in some branches of science. As far as I know he is a decent fellow enough."
16,Unknown,his,"A medical student, I suppose?"
17,his,his,"No--I have no idea what he intends to go in for. I believe he is well up in anatomy, and he is a first-class chemist; but, as far as I know, he has never taken out any systematic medical classes. His studies are very desultory and eccentric, but he has amassed a lot of out-of-the way knowledge which would astonish his professors."
18,his,his,Did you never ask him what he was going in for?
19,his,his,"No; he is not a man that it is easy to draw out, though he can be communicative enough when the fancy seizes him."
20,his,his,"I should like to meet him,"
21,his,his,"If I am to lodge with anyone, I should prefer a man of studious and quiet habits. I am not strong enough yet to stand much noise or excitement. I had enough of both in Afghanistan to last me for the remainder of my natural existence. How could I meet this friend of yours?"
22,his,his,"He is sure to be at the laboratory,"
23,his,his,"He either avoids the place for weeks, or else he works there from morning to night. If you like, we shall drive round together after luncheon."
24,his,his,"Certainly,"
25,Unknown,him,"You mustn't blame me if you don't get on with him,"
26,Unknown,him,"I know nothing more of him than I have learned from meeting him occasionally in the laboratory. You proposed this arrangement, so you must not hold me responsible."
27,him,him,"If we don't get on it will be easy to part company,"
28,him,him,"It seems to me, Stamford,"
29,him,him,"that you have some reason for washing your hands of the matter. Is this fellow's temper so formidable, or what is it? Don't be mealy-mouthed about it."
30,him,he,"It is not easy to express the inexpressible,"
31,him,him,"Holmes is a little too scientific for my tastes--it approaches to cold-bloodedness. I could imagine his giving a friend a little pinch of the latest vegetable alkaloid, not out of malevolence, you understand, but simply out of a spirit of inquiry in order to have an accurate idea of the effects. To do him justice, I think that he would take it himself with the same readiness. He appears to have a passion for definite and exact knowledge."
32,him,him,Very right too.
33,him,him,"Yes, but it may be pushed to excess. When it comes to beating the subjects in the dissecting-rooms with a stick, it is certainly taking rather a bizarre shape."
34,him,him,Beating the subjects!
35,Unknown,him,"Yes, to verify how far bruises may be produced after death. I saw him at it with my own eyes."
36,him,him,And yet you say he is not a medical student?
37,Unknown,him,"No. Heaven knows what the objects of his studies are. But here we are, and you must form your own impressions about him."
38,his,his,"I've found it! I've found it,"
39,his,his,"I have found a re-agent which is precipitated by hoemoglobin, and by nothing else."
40,his,his,"Dr. Watson, Mr. Sherlock Holmes,"
41,his,his,How are you?
42,his,his,"You have been in Afghanistan, I perceive."
43,his,his,How on earth did you know that?
44,his,his,"Never mind,"
45,Unknown,his,The question now is about hoemoglobin. No doubt you see the significance of this discovery of mine?
46,Unknown,his,"It is interesting, chemically, no doubt,"
47,Unknown,his,but practically--
48,Unknown,his,"Why, man, it is the most practical medico-legal discovery for years. Don't you see that it gives us an infallible test for blood stains. Come over here now!"
49,Unknown,his,"Let us have some fresh blood,"
50,his,his,"Now, I add this small quantity of blood to a litre of water. You perceive that the resulting mixture has the appearance of pure water. The proportion of blood cannot be more than one in a million. I have no doubt, however, that we shall be able to obtain the characteristic reaction."
51,Unknown,his,Ha! ha!
52,his,his,What do you think of that?
53,his,his,"It seems to be a very delicate test,"
54,his,his,"Beautiful! beautiful! The old Guiacum test was very clumsy and uncertain. So is the microscopic examination for blood corpuscles. The latter is valueless if the stains are a few hours old. Now, this appears to act as well whether the blood is old or new. Had this test been invented, there are hundreds of men now walking the earth who would long ago have paid the penalty of their crimes."
55,his,his,Indeed!
